,RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD,URL
1341,1342,E910964,[동해선][울산]양북1터널(울산외부),국가교통정보센터(고속도로),129.413502,35.771517,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910964&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25EC%259A%25B8%25EC%2582%25B0%255D%25EC%2596%2591%25EB%25B6%25811%25ED%2584%25B0%25EB%2584%2590(%25EC%259A%25B8%25EC%2582%25B0%25EC%2599%25B8%25EB%25B6%2580)&kind=Z3&cctvip=null&cctvch=null&id=9294/IXMvP0gVm75NW0/G5omCgY3UEPhT6oQmbQlL34qKYnrdMy0tpxw/MvDMmtdYJeLY93Eq/FmVZeczx4fqRFSvDSe4NxKxA1KgFtdDxPM0Vwk=&cctvpasswd=null&cctvport=null
1342,1343,E910965,[동해선][울산]오천5터널(울산외부1),국가교통정보센터(고속도로),129.39322,35.905327,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910965&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25EC%259A%25B8%25EC%2582%25B0%255D%25EC%2598%25A4%25EC%25B2%259C5%25ED%2584%25B0%25EB%2584%2590(%25EC%259A%25B8%25EC%2582%25B0%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=378/KvsPjNO7+Yq0Xv+c+/11DgmhzG9rLQOC44OG9BKS2b9gU98YvaV9DZ7+QnL7tp1KsHSkm3mu1V2br6IC47MH5ID95mKwteTl1N2eyv1nd+M=&cctvpasswd=null&cctvport=null
1343,1344,E910966,[동해선][울산]오천5터널(울산외부2),국가교통정보센터(고속도로),129.39322,35.905327,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910966&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25EC%259A%25B8%25EC%2582%25B0%255D%25EC%2598%25A4%25EC%25B2%259C5%25ED%2584%25B0%25EB%2584%2590(%25EC%259A%25B8%25EC%2582%25B0%25EC%2599%25B8%25EB%25B6%25802)&kind=Z3&cctvip=null&cctvch=null&id=379/bwmCedE1X6dFFz8Lx21uQTm1blIz1zybWKNsze6FMPzBnPgGRILAHn16EfEjSWvI1szWB8+2NvQlWsMTl3AZ0uZeJUodtF/Q3VaExNtEVIY=&cctvpasswd=null&cctvport=null
1344,1345,E910967,[동해선][울산]오천7터널(울산외부1),국가교통정보센터(고속도로),129.39493,35.911625,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910967&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25EC%259A%25B8%25EC%2582%25B0%255D%25EC%2598%25A4%25EC%25B2%259C7%25ED%2584%25B0%25EB%2584%2590(%25EC%259A%25B8%25EC%2582%25B0%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=382/isYt6ylcCw+mK4GtloLFteoBANTEkHRcvD10O7qBrBV6GGJVybTOrSpjRdDdgNTQeteXV11cm+k0chFAozFx+JSdywRQntVfzfS5fz9oG5w=&cctvpasswd=null&cctvport=null
1345,1346,E910969,[동해선][울산]외동2터널(울산외부1),국가교통정보센터(고속도로),129.28636,35.711403,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910969&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25EC%259A%25B8%25EC%2582%25B0%255D%25EC%2599%25B8%25EB%258F%25992%25ED%2584%25B0%25EB%2584%2590(%25EC%259A%25B8%25EC%2582%25B0%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=371/Ol1f0o0LYBdBOOwMS6ERMkV10uomc25L7KhdpHtyZvrRzg53lq2GcT5c07u66JJcqqR50/9jswLM/kkHXi+El4H2+IzbAOXTb9z+fa0QG9M=&cctvpasswd=null&cctvport=null
1346,1347,E910968,[동해선][울산]외동3터널(울산외부1),국가교통정보센터(고속도로),129.28668,35.711952,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910968&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25EC%259A%25B8%25EC%2582%25B0%255D%25EC%2599%25B8%25EB%258F%25993%25ED%2584%25B0%25EB%2584%2590(%25EC%259A%25B8%25EC%2582%25B0%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=370/aN+4B+P7I6f+gWeUd0BSkVTO5UT7r8jiIbKpVa1CNZ0IGtJH+z5GJW8xAfNeN95hhvkH9LnL7UjCzh+q0JAPyCJ09JjDyFFpMfNWYwURE80=&cctvpasswd=null&cctvport=null
1347,1348,E910970,[동해선][포항]다운4터널(포항외부1),국가교통정보센터(고속도로),129.27686,35.578503,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910970&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EB%258B%25A4%25EC%259A%25B44%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=345/NoL5NhNthWRberA3fD51FCnPKLM9u6Tlwbhu+tsNNq+Zb4e8+1GCE6ONK+bowxUrogWwA7S85z/nozazxYIEE9K4J0AHgPFT6ebxgbvHons=&cctvpasswd=null&cctvport=null
1348,1349,E910971,[동해선][포항]범서1터널(포항외부1),국가교통정보센터(고속도로),129.28317,35.58766,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910971&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EB%25B2%2594%25EC%2584%259C1%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=346/3adrtDwy/TzbZysFHU+LJCBrgZP61M+YsElBzZita5PsWelYH4p2qgTgzgZkSof3b28U1ecVUMnBR21ffCUO8oOfctv7uicXSUP6kPXOlFM=&cctvpasswd=null&cctvport=null
1349,1350,E910972,[동해선][포항]범서2터널(포항외부1),국가교통정보센터(고속도로),129.2835,35.597477,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910972&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EB%25B2%2594%25EC%2584%259C2%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=364/pJsSLcK3eeGA//lJGxYU8+N1XacOF8yUPCbmYYqm6ekLZPr/Eb3UJK301WcD8aBGpiJbody/Jsy5zH6Mmt0mc56QxQ7OI6eLQFxPwpbmXMs=&cctvpasswd=null&cctvport=null
1350,1351,E910973,[동해선][포항]범서3터널(포항외부1),국가교통정보센터(고속도로),129.28864,35.623787,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910973&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EB%25B2%2594%25EC%2584%259C3%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=365/twHUQfM3zIx0NqMnOT9vXKZkHxZQBCwsuFjcGyeX6bo82mxWwz+lQ5JKd6xCi49XOngqV0xOjtOUG7J2SB2/R66Y+7QWy4mN0nrpuwfJTfU=&cctvpasswd=null&cctvport=null
1351,1352,E910975,[동해선][포항]범서3터널(포항외부2),국가교통정보센터(고속도로),129.28864,35.623787,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910975&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EB%25B2%2594%25EC%2584%259C3%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25802)&kind=Z3&cctvip=null&cctvch=null&id=367/x/lyml9LRhUWnuQXd5kHm7JO+KfcSH/Uh1iE7R1TyIALehK/nHz6i3Wu+1qmw4nA1t0ZaC/hXG5IAI9MYVvcflFrZaj59gOYKrpGFpFrnJo=&cctvpasswd=null&cctvport=null
1352,1353,E910974,[동해선][포항]범서3터널(포항외부3),국가교통정보센터(고속도로),129.28864,35.623787,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910974&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EB%25B2%2594%25EC%2584%259C3%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25803)&kind=Z3&cctvip=null&cctvch=null&id=366/h6npkFhxrC+OX7ouMpD/tmblqKHENuVfEbB62Z2wNrUtmAmskWc6ep7IxutVeY4SB3rcO4BmJaQ8oRNIHXvdh5w0IcER3K8gewN6Kix5/e4=&cctvpasswd=null&cctvport=null
1353,1354,E910976,[동해선][포항]양북1터널(포항17),국가교통정보센터(고속도로),129.370198,35.759561,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910976&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2596%2591%25EB%25B6%25811%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD17)&kind=Z3&cctvip=null&cctvch=null&id=9292/OirYoN3lGnXQvSGINxGdfcIjWFI8v7tODBtOnLGBKfMGEP9Ywf2+71LTLARC0hopbv6crtNjo+2DXswbTBriZcsIM3sTEA5qYs4PHSiIukA=&cctvpasswd=null&cctvport=null
1354,1355,E910977,[동해선][포항]양북1터널(포항외부),국가교통정보센터(고속도로),129.330491,35.738957,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910977&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2596%2591%25EB%25B6%25811%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%2580)&kind=Z3&cctvip=null&cctvch=null&id=9291/8eakC3Z4WuStap+JCmWbP1kjSFGwkgHoA8fzEmzwIYi9Qv5BEAP98eIAUa5pt4+BIpXxsOqHTGsiqM+OlfvDb+XNgQKKp6/luI+FTLPUT2k=&cctvpasswd=null&cctvport=null
1355,1356,E910979,[동해선][포항]양북3터널(포항외부1),국가교통정보센터(고속도로),129.409862,35.829288,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910979&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2596%2591%25EB%25B6%25813%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=2350/FYZiOwAYpoXzu6+HmfkRCl/KfmO3SYKgBL3T9iQY1RdGpyWZrNZGNg/sKP+7nIL1wl+14RW6ET8YAZeqTBisxh6YlJpRlsYCfCYbO8tESOg=&cctvpasswd=null&cctvport=null
1356,1357,E910978,[동해선][포항]양북3터널(포항외부2),국가교통정보센터(고속도로),129.40955,35.832996,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910978&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2596%2591%25EB%25B6%25813%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25802)&kind=Z3&cctvip=null&cctvch=null&id=372/lRmQEX4C9xOLDImSFkzIxpmvNV6PK778ZSkzrhWPITb8Ol+Aucq9Qp65CvavDntSfyH4KNxiaQryWsrdPd31b4ymMfWHyMshBsbrCI0x6ag=&cctvpasswd=null&cctvport=null
1357,1358,E910980,[동해선][포항]양북3터널(포항외부3),국가교통정보센터(고속도로),129.40955,35.832996,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910980&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2596%2591%25EB%25B6%25813%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25803)&kind=Z3&cctvip=null&cctvch=null&id=373/ZlXwxNlJonUCQvvAqjrqxRHqhwwuTBTBKLKwLQAtw73UWGUBhmsp5QYsNN33/OMhWsAFEpIy4kMVadigwbbCJ7+/n1vUo53wPeDu7Y3VMPI=&cctvpasswd=null&cctvport=null
1358,1359,E910982,[동해선][포항]양북5터널(포항외부1),국가교통정보센터(고속도로),129.408326,35.842211,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910982&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2596%2591%25EB%25B6%25815%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=2351/XHi89/ZTsmED349IQ2B8i/nryiFZOolTmqe2C5pr/XV20WRHU/FUbe6Cs/5tWAvaTvSIFhEqmvnZ+mUHxIylOlrz5n0eTHc96wHsIUVxSII=&cctvpasswd=null&cctvport=null
1359,1360,E910981,[동해선][포항]양북5터널(포항외부2),국가교통정보센터(고속도로),129.40852,35.84353,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910981&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2596%2591%25EB%25B6%25815%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25802)&kind=Z3&cctvip=null&cctvch=null&id=374/UhlOY0G0bxKPda46EvipKdHWK8ygz1G1xjRfO5Uzb4qviWpZ8OyXriIrQrx69yhL3YeILBhRL9QW+bzQkiYNOy4rqEawTiG1fd0BCTuCSmQ=&cctvpasswd=null&cctvport=null
1360,1361,E910984,[동해선][포항]오천1터널(포항외부1),국가교통정보센터(고속도로),129.400413,35.868312,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910984&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2598%25A4%25EC%25B2%259C1%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=2352/tMLvvTcP/8SiGGhuVarmAL56DNudDO3qaQ2P6sxfSNcH9AEdHRIF3d1pvbFfRrzrQtF3fNVqrST0wAh7deKfHyut9Mj2SoM/33qYo5OTrOk=&cctvpasswd=null&cctvport=null
1361,1362,E910983,[동해선][포항]오천2터널(포항외부1),국가교통정보센터(고속도로),129.39987,35.86994,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910983&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2598%25A4%25EC%25B2%259C2%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=375/M70uXZuGaT2i5YABNJw4h6ktYyUM+hkhWmaLjCRs4IazGxWqtKZuL+VTy74xzkXC2rMULnbtS/dXMNTN49HLDeQQxydVHolBSt9C2PQflmY=&cctvpasswd=null&cctvport=null
1362,1363,E910986,[동해선][포항]오천3터널(포항외부1),국가교통정보센터(고속도로),129.39499,35.876568,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910986&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2598%25A4%25EC%25B2%259C3%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=377/iMTSHB7iBaHjDxV97Q+ktYMQ8hx6n3Q+KndTle9Sv41vFw3JHsxAAxPVD7Fg1PiDJtNJi5rg2Zf5A7BNcsnTnIvNg9ICiO6MZglfh1rPvvY=&cctvpasswd=null&cctvport=null
1363,1364,E910985,[동해선][포항]오천3터널(포항외부2),국가교통정보센터(고속도로),129.39499,35.876568,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910985&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2598%25A4%25EC%25B2%259C3%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25802)&kind=Z3&cctvip=null&cctvch=null&id=376/yEm7fsn7L2HlF6z8rEkN/9W5Laq21IObepHVxtUA8H6KSrPGzt+DFWVPFIaqQouUKmfPaFWWHvAWQz+GgXzKMzyX/8bub0/23TdoJZOZUsI=&cctvpasswd=null&cctvport=null
1364,1365,E910987,[동해선][포항]오천4터널(포항외부1),국가교통정보센터(고속도로),129.391633,35.880757,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910987&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2598%25A4%25EC%25B2%259C4%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=2353/lNNM+SXUX4spzY9zyxxDJHhpsaKtEyLOeXY1eYHE/wig4y7ylKLXHysYOJzepOtcuxbm+AKsMd3KLnGgtwH/fRq/ncVFjQ/EbS8yAK/5nic=&cctvpasswd=null&cctvport=null
1365,1366,E910989,[동해선][포항]오천6터널(포항외부1),국가교통정보센터(고속도로),129.393979,35.905386,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910989&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2598%25A4%25EC%25B2%259C6%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=2354/ZfuVXoZ57aHD9B9VciW+ds+fJPGQhb0HWb2uHZY7w5Xh173cVs5IdRskbc/YgskXaPe/JGBks18O7bjDlpdNIl0y3iVUHDxiTRP30I2qzPc=&cctvpasswd=null&cctvport=null
1366,1367,E910988,[동해선][포항]오천6터널(포항외부2),국가교통정보센터(고속도로),129.39423,35.906967,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910988&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2598%25A4%25EC%25B2%259C6%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25802)&kind=Z3&cctvip=null&cctvch=null&id=380/sBZrbBjEA2L7iH9URaM2rEcg1UouGpnmRsey3R7u/8DimPQ31xSaKogy0GEYVkVWuzTIG6U3uP2dIGnvH5dPi8RgLm4jSCaaSc8g/3ajd4w=&cctvpasswd=null&cctvport=null
1367,1368,E910990,[동해선][포항]오천6터널(포항외부3),국가교통정보센터(고속도로),129.39423,35.906967,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910990&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2598%25A4%25EC%25B2%259C6%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25803)&kind=Z3&cctvip=null&cctvch=null&id=381/5uyzc2EJQatrFzPLnBTVsSEcum9pxVZcYDhIca+IfQTNQFLIA9Fo8zUK9vr/M4s8PYF9FuidQ1lfrARNnswIJwFJWm8p1bvGrtMs/JOcteM=&cctvpasswd=null&cctvport=null
1368,1369,E910991,[동해선][포항]외동2터널(포항외부1),국가교통정보센터(고속도로),129.28908,35.684048,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910991&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%255B%25ED%258F%25AC%25ED%2595%25AD%255D%25EC%2599%25B8%25EB%258F%25992%25ED%2584%25B0%25EB%2584%2590(%25ED%258F%25AC%25ED%2595%25AD%25EC%2599%25B8%25EB%25B6%25801)&kind=Z3&cctvip=null&cctvch=null&id=369/+z+15+SnfejA1dBw/IkDK5lmD1HfLHX8ZCWpUymUTM0OEPG7gHQ2AgJTEi5jUn+RKpVBx2+Knh7ssEpdm8a1f1bQlVPZ4+ooYQw8/xt8hXM=&cctvpasswd=null&cctvport=null
1369,1370,E910992,[동해선]강동1교,국가교통정보센터(고속도로),129.0126841,37.66041191,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910992&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%25EA%25B0%2595%25EB%258F%25991%25EA%25B5%2590&kind=Z3&cctvip=null&cctvch=null&id=3119/diRwwZneJsPay3yRMBS5emh+b7IGy8zllbArmciwERBQXBIqzXXfjhfMel/YKb5gos1NNc1mNan1DzMf07EYHKCJTJ8f/HBgwPNvx+PMRec=&cctvpasswd=null&cctvport=null
1370,1371,E910993,[동해선]강동2교,국가교통정보센터(고속도로),128.91908,37.68747,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E910993&cctvName=%255B%25EB%258F%2599%25ED%2595%25B4%25EC%2584%25A0%255D%25EA%25B0%2595%25EB%258F%25992%25EA%25B5%2590&kind=Z3&cctvip=null&cctvch=null&id=3122/4vYzqVwdLOtFJpTDL+RJdR0SsA7FJcH46X0ykoAc20/K44n+6QOKRX4UXJTESq7ZgUqF2XgueAvgHodesZ+KHUvbb4Ox8R6pn96FPbUfT0U=&cctvpasswd=null&cctvport=null
